10.1111/tpj.14781 | Azospirillum lipoferum | drought | maize | "In this context, the research was designed to study the effects of Azospirillum lipoferum strain (Accession no. GQ255950) inoculation on biochemical attributes and growth of maize plant under drought stress." | NO
10.1007/s00203-009-0466-y | Serratia proteamaculans | salt | wheat | "However, other strains in this study, i.e., S. proteamaculans and P. aeruginosa also performed better compared to uninoculated control, and to the best of our knowledge, S. proteamaculans is being reported for the first time for improving growth and yield of wheat under salt-stressed conditions." | YES
10.1007/s00203-009-0466-y | Pseudomonas aeruginosa | salt | wheat | "However, other strains in this study, i.e., S. proteamaculans and P. aeruginosa also performed better compared to uninoculated control, and to the best of our knowledge, S. proteamaculans is being reported for the first time for improving growth and yield of wheat under salt-stressed conditions." | YES
10.1139/w09-092 | Flavobacterium | salt | maize | "Four Pseudomonas, 1 Flavobacterium, and 1 Enterobacter strain of plant growth promoting rhizobacteria containing 1-aminocyclopropane-1-carboxylate (ACC)- deaminase were selected and their effects on growth and yield of maize were investigated to improve the salt tolerance of maize grown on salt-affected fields." | NO
10.1139/w09-092 | Enterobacter | salt | maize | "Four Pseudomonas, 1 Flavobacterium, and 1 Enterobacter strain of plant growth promoting rhizobacteria containing 1-aminocyclopropane-1-carboxylate (ACC)- deaminase were selected and their effects on growth and yield of maize were investigated to improve the salt tolerance of maize grown on salt-affected fields." | NO
10.1139/w09-092 | Pseudomonas | salt | maize | "Four Pseudomonas, 1 Flavobacterium, and 1 Enterobacter strain of plant growth promoting rhizobacteria containing 1-aminocyclopropane-1-carboxylate (ACC)- deaminase were selected and their effects on growth and yield of maize were investigated to improve the salt tolerance of maize grown on salt-affected fields." | NO
10.1139/w09-092 | Pseudomonas syringae | salt | maize | "In the present study, of the 6 PGPR strains used for inoculation, P. syringae, E. aerogenes, and P. fluorescens were the most effective strains for improving growth and yield of maize under salt-stressed conditions." | YES
10.1139/w09-092 | Enterobacter aerogenes | salt | maize | "In the present study, of the 6 PGPR strains used for inoculation, P. syringae, E. aerogenes, and P. fluorescens were the most effective strains for improving growth and yield of maize under salt-stressed conditions." | YES
10.1139/w09-092 | Pseudomonas fluorescens | salt | maize | "In the present study, of the 6 PGPR strains used for inoculation, P. syringae, E. aerogenes, and P. fluorescens were the most effective strains for improving growth and yield of maize under salt-stressed conditions." | YES
10.1016/j.plaphy.2013.01.020 | Bacillus amyloliquefaciens | salt | rice | "In present study, the effect of Bacillus amyloliquefaciens NBRISN13 (SN13) inoculation on growth of the rice plant and expression analysis of related genes under salt stress (NaCl 200 mM) was evaluated." | NO
10.1016/j.plaphy.2013.01.020 | Bacillus amyloliquefaciens | salt | rice | "B. amyloliquefaciens NBRISN13 promotes growth of rice plants under salt stress." | YES
10.1016/j.plaphy.2013.01.020 | Pseudomonas | salt | canola | "Recently, Cheng et al. (8) have reported role of ACC deaminase-producing Pseudomonas in reducing the effect of salt on chlorophyll content in canola." | YES
10.1016/j.plaphy.2013.01.020 | Bacillus amyloliquefaciens | salt | rice | "Our experimental data and evidences suggest significance of B. amyloliquefaciens NBRISN13 treatment to rice under hydroponic and soil conditions in ameliorating the salt stress possibly through increased colonization and ACC deaminase activity of SN13, reduced reduction in the chlorophyll content, enhanced proline accumulation and enrichment of osmoprotectant utilizing microbes in the rice rhizosphere along with upregulation or repression of set of stress responsive genes in leaf blade." | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "H. diazotrophicus strain E19T positively promotes barley growth under salt stress conditions, and indicates that the mode of action is based on ACC-deaminase production." | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "We investigated the effect of H. diazotrophicus on growth of summer barley (H. vulgare L) in a greenhouse experiment with non-sterile soil and under high salinity." | NO
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "H. diazotrophicus strain E19T promoted positively the plant growth of barley under salt stress conditions." | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "Indeed, the results of the ethylene emission experiment (Table 1) revealed rising of ethylene production by increasing salt concentration and significant reduction of ethylene production of barley plantlets by the ACC deaminase activity of H. diazotrophicus E19T under the same salt stress conditions." | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "However, significantly higher root and sheath dry weights of barley plants treated with H. diazotrophicus E19T under salt stress after 42 days growth was observed (Table 2) revealing a reduction of the salt stress effect." | YES
10.1016/j.apsoil.2015.04.017 | Pseudomonas putida | salt | wheat | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Pseudomonas aeruginosa | salt | wheat | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Serratia proteamaculans | salt | wheat | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Bacillus licheniformis | salt | red pepper | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Brevibacterium iodinum | salt | red pepper | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Zhihengliuella alba | salt | red pepper | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Pseudomonas corrugata | salt | barley | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Acinetobacter | salt | barley | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Achromobacter piechaudii | salt | tomato | "These findings are in accordance with Mayak et al. (2004) who reported no influence on Na+ in leaves by A. piechaudii inoculation on tomato plants under two different salt stress levels." | NO
10.1016/j.apsoil.2015.04.017 | Pseudomonas putida | salt | wheat | "P. putida, Enterobacter cloacae, Serratia ficaria and Pseudomonas fluorescens have been reported to increased the K+ / Na+ ratio by increasing K+ , effectively influencing salinity tolerance in wheat (Nadeem et al., 2012)." | YES
10.1016/j.apsoil.2015.04.017 | Enterobacter cloacae | salt | wheat | "P. putida, Enterobacter cloacae, Serratia ficaria and Pseudomonas fluorescens have been reported to increased the K+ / Na+ ratio by increasing K+ , effectively influencing salinity tolerance in wheat (Nadeem et al., 2012)." | YES
10.1016/j.apsoil.2015.04.017 | Serratia ficaria | salt | wheat | "P. putida, Enterobacter cloacae, Serratia ficaria and Pseudomonas fluorescens have been reported to increased the K+ / Na+ ratio by increasing K+ , effectively influencing salinity tolerance in wheat (Nadeem et al., 2012)." | YES
10.1016/j.apsoil.2015.04.017 | Pseudomonas fluorescens | salt | wheat | "P. putida, Enterobacter cloacae, Serratia ficaria and Pseudomonas fluorescens have been reported to increased the K+ / Na+ ratio by increasing K+ , effectively influencing salinity tolerance in wheat (Nadeem et al., 2012)." | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "Inoculation of H. diazotrophicus in salt stressed barley plants showed no significant effect on K+ concentration neither in leaf blades, sheaths nor roots, but a slight, yet not significant, increase of Mg2+ in sheaths, Ca2+ in leaf blades and an opposite effect in roots by a slight reduction of Mg2+ and Ca2+ concentration." | NO
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "H. diazotrophicus strain E19T promotes plant growth in barley plants under salt stress." | YES
10.1016/j.apsoil.2011.10.006 | Pseudomonas putida | salt | canola | "The influences of two strains of Pseudomonas putida UW4, a plant growth-promoting bacterium (PGPB) on the shoot and root proteomic profiles of Brassica napus (canola) were examined under salinity stress using two-dimensional difference gel electrophoresis." | YES
