label	text	microorganism	stress	plant	id
1	Application of <e1>Pseudomonas putida</e1>, Pseudomonas fluorescens, and Bacillus subtilis provided <e2>salinity</e2> tolerance in <e3>soybean</e3> -REF-.	Pseudomonas putida	salinity	soybean	11284086
0	In the present study, five strains of <e1>Pseudomonas</e1> were isolated and characterized that were later explored for their capabilities as plant growth promoters in <e3>vigna radiata</e3> under <e2>drought</e2> stress.	Pseudomonas	drought	vigna radiata	8815908
0	The dramatic influence of a <e2>water deficit</e2> applied to Brassica rapa infected source plants on the transmission efficiency of two unrelated virus species <e3>Cauliflower</e3> mosaic virus; CaMV; caulimovirus and Turnip mosaic virus; TuMV; potyvirus, transmitted in a non-circulative way by <e1>Miuraea persicae</e1>, was reported -REF-.	Miuraea persicae	water deficit	Cauliflower	7077179
1	Promotion of <e3>Tomato</e3> Growth by <e1>Dermacoccus abyssi</e1> MT1.1T under <e2>salt</e2> Stress Condition Salinity is a major constraint that threatens plant growth and productivity.	Dermacoccus abyssi	salt	Tomato	8869415
1	Additionally, <e3>maize</e3> plants treated with an <e1>Azotobacter</e1> strain have enhanced K absorption and decreased Na content under <e2>salinity</e2> stress Rojas-Tapias et al., -REF-.	Azotobacter	salinity	maize	8226221
0	Pseudomonas aeruginosa has been reported to enhance the growth of Vigna radiata mung <e3>beans</e3> plants under <e2>drought</e2> conditions, -REF- while Pseudomonas poae and <e1>Pseudomonas fluorescens</e1> species increased the number and plant biomass of petunia flower under <e2>drought</e2> and low-nutrient conditions.	Pseudomonas fluorescens	drought	beans	10308577
0	Moreover, inoculating the rhizosphere with <e1>Bacillus amyloliquefaciens</e1> alleviated <e2>salt</e2> stress and allowed plants such as Arabidopsis Col-0, maize Jingtian, and rice Oryza sativa <e3>Lindenbergia indica</e3> var.	Bacillus amyloliquefaciens	salt	Lindenbergia indica	7688926
0	Bacterial strains belonging to the genera Pseudomonas, Bacillus, Klebsiella, <e1>Cupriavidus</e1>, Ochrobactrum, Isoptericola, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like wheat Triticum aestivum, rice Oryza sativa, alfalfa Medicago sativa and <e3>tomato</e3> -REF-, -REF-.	Cupriavidus	saline conditions	tomato	9296610
0	The aim of the current study was to address the objectives: i isolation of endophytes from tissue of <e3>wheat</e3> crops; ii evaluation of abiotic salinity, <e2>drought</e2>, heavy metal stress tolerance, antagonistic potential against fungal pathogens, and extracellular enzymes production by endophytic isolates; iii assessment of essential PGP metabolite production including indole-3-acetic acid IAA, siderophores, NH3, HCN and ACC deaminase, and mineral P, K and Zn solubilization by endophytes; iv identification using 16S rRNA of endophytic strain BPR-9 and assessment of synthesis of PGP substances under saline conditions; v evaluation of inoculation impact of <e1>Priestia aryabhattai</e1> strain BPR-9 on germination, length and vigor indices of Triticum aestivum L. seedlings; and vi determination of chlorophyll a and b, carotenoids, relative leaf water content RLWC, electrolyte leakage EL and antioxidant enzymes in salt-treated and <e1>Priestia aryabhattai</e1> strain BPR-9-inoculated <e3>wheat</e3> seedlings.	Priestia aryabhattai	drought	wheat	9518148
0	<e1>Enterobacter cloacae</e1> rhizospheric bacteria isolated from Spilanthes acmella Murr <e3>toothache plant</e3> of Shivalik hills region secretes PGP attributes including, exopolysaccharides EPS and 1-aminocyclopropane-a-carboxylic acid ACC, acts as a biocontrol and biofertilizer under <e2>drought</e2> stress conditions Thakur et al., -REF-.	Enterobacter cloacae	drought	toothache plant	9309559
0	Transcriptome analysis of <e1>Burkholderia phytofirmans</e1> PsJN colonizing potato under <e2>drought</e2> stress showed the upregulation of genes related to transcriptional regulation, homeostasis, and the detoxification of ROS -REF-.The transcriptome analysis of plant growth-promoting Paenibacillus polymyxa YC0136 showed 286 genes were up-regulated and 223 genes were down-regulated under interaction with <e3>tobacco</e3> -REF-.	Burkholderia phytofirmans	drought	tobacco	10149814
1	Timmusk et al., demonstrated that <e3>wheat</e3> treated with <e1>Paenibacillus</e1> and Bacillus species isolated from arid environments increased plant biomass by up to 78% and increased the plant survival rate fivefold under severe <e2>drought</e2> conditions -REF-.	Paenibacillus	drought	wheat	8184954
1	Studies have shown that the interaction between <e1>Potexvirus</e1> RNA virus Potato virus X PVX and Potyvirus RNA virus Plum pox virus PPV can lead to improved tolerance to <e2>drought</e2> in <e3>Nicotiana benthamiana</e3> and Arabidopsis thaliana, suggesting that increased virulence exhibited by the synergistic interaction of these viruses may confer benefits in response to <e2>drought</e2> conditions Aguilar et al.	Potexvirus	drought	Nicotiana benthamiana	11233480
1	PGPR strains such as <e1>Pseudomonas</e1> jessenii, Anthrobacter nitroguajacolicus, and <e1>Pseudomonas</e1> synxantha inoculation of rice seedlings, <e1>Pseudomonas</e1> putida in <e3>maize</e3>, Bacillus polymyxa in tomato, Bacillus subtilis in mustard, <e1>Pseudomonas</e1> and Mesorhizobium cicero in green gram, are capable of promoting plants grown under <e2>drought</e2> stress conditions -REF-, -REF-, -REF-, -REF-.	Pseudomonas	drought	maize	9919780
1	Several other studies have reported a similar mechanism of <e2>heat</e2> stress tolerance in host plants mediated by thermotolerant endophytes and rhizobacteria, such as <e1>Bacillus amyloliquefaciens</e1> in <e3>rice</e3> -REF-, Pseudomonas putida strain AKMP7 in wheat -REF-, and Pseudomonas sp.	Bacillus amyloliquefaciens	heat	rice	9600683
0	<e3>Maize</e3> MON87460 expresses the <e1>Bacillus subtilis</e1> <e2>cold</e2> shock protein B CspB resulting in increased grain yield under drought conditions -REF-.	Bacillus subtilis	cold	Maize	9941169
1	Tolerance in <e3>rice</e3> was increased against <e2>salt</e2> stress by inoculation of <e1>Pseudomonas</e1> sp.	Pseudomonas	salt	rice	10433232
0	RJGP41 and CJCL2 isolated from the Qinghai-Tibet Plateau and a well reported biocontrol and plant growth promoting strain <e1>Bacillus velezensis</e1> FZB42 -REF- to evaluate their potential to alleviate <e2>cold</e2> stress in <e3>wheat</e3>.	Bacillus velezensis	cold	wheat	6780275
1	and <e1>Pseudomonas putida</e1>, improve <e3>wheat</e3> growth by modulating its morpho-physiological and biochemical attributes under <e2>saline conditions</e2>.	Pseudomonas putida	saline conditions	wheat	10497963
0	We analyzed the morphological, physiological, biochemical, and genetic characteristics of <e1>Rhizobium</e1> strain ‘QHCD11’, as well as assessed its ability to colonize and enhance the <e2>drought</e2> resistance and growth of faba <e3>beans</e3>.	Rhizobium	drought	beans	10484105
1	Trials on <e3>Arabidopsis thaliana</e3> showed that inoculation with <e1>Bacillus</e1> -REF-, Enterobacter -REF-, and Athrobacter, Pantoea, and Microbacterium -REF- isolates from various desert plants showed improved resistance to <e2>salt</e2> stress and improved growth compared to non-inoculated controls.	Bacillus	salt	Arabidopsis thaliana	8533330
1	Other studies have demonstrated the ability of <e1>Trichoderma</e1> to improve <e2>drought</e2> tolerance in <e3>rice</e3> by modulating proline, superoxide dismutase, and lipid peroxidation products and altering the transcript level of dehydrins-related genes such as LOC_Os01g50700, LOC_Os02g44870, and LOC_Os11g26750 -REF-.	Trichoderma	drought	rice	8072474
0	The relative abundance of Marmoricola, Streptomyces, <e1>Sideroxydans</e1> and Candidatus_Solibacter was greater under <e2>drought</e2> for both <e3>rice</e3> genotypes, while that of Anaeromyxobacter was lower in the <e2>drought</e2> treatment Fig.	Sideroxydans	drought	rice	10090257
1	In <e3>wheat</e3>, inoculation with <e1>Bacillus aquimaris</e1> tolerates <e2>salt</e2> stress and promotes plant growth -REF-.	Bacillus aquimaris	salt	wheat	8840115
1	In another study, the VOCs emitted by <e1>Alcaligenes faecalis</e1> promoted <e3>Arabis thaliana</e3> grown under <e2>salt</e2> stress conditions by the regulation of the auxin and gibberellin pathways involved in the modulation of root and shoot growth and development -REF-, along with the regulation of ion transporters -REF-.	Alcaligenes faecalis	salt	Arabis thaliana	10097229
0	The analysis of two genotypes, drought-sensitive Chardonnay CHR and drought-tolerant Meski MSK, indicated that the oxidative degradation of PAs is involved not only in the tolerance of <e3>grapevine</e3> to <e2>water stress</e2>, but also in the immune response to <e1>Botrytis cinerea</e1> -REF-.	Botrytis cinerea	water stress	grapevine	11476557
0	-REF- conducted a study on Vigna mungo L. and <e3>Petroselinum sativum</e3> L. subjected to <e2>water stress</e2> and inoculated with a consortium of three ACC deaminase-producing rhizobacteria O. pseudogrignonense RJ12, <e1>Pseudomonas</e1> sp.	Pseudomonas	water stress	Petroselinum sativum	10823023
0	Even <e2>salt</e2> stress resistance of <e3>maize</e3> improved with the application of biochar, along with plant growth promoting bacteria <e1>Azotobacter chroococcum</e1> SARS 10 and Pseudomonas koreensis MG209738 -REF-.	Azotobacter chroococcum	salt	maize	9269222
0	Inoculation with <e1>Bacillus cereus</e1>, Pseudomonas spp., Serratia liquefaciens, Pseudomonas fluorescens, Pseudomonas putida, and Bacillus tequilensis SSB07 has alleviated <e2>heat</e2> stress in several crops like tomato, pigeon pea wheat and <e3>soybean</e3> -REF-.	Bacillus cereus	heat	soybean	10374332
0	Since strigolactones are known as host identification signals for arbuscular mycorrhiza AM fungi, this implies that they operate as a “call for help” signal and start a positive feedback loop of <e1>Rhodomonas</e1> irregularis colonization that increases host plant tolerance to <e2>drought</e2> conditions -REF-.	Rhodomonas	drought	Rhodomonas irregularis	9600683
1	in -REF-, they reported that ACC deaminase producing <e1>Bacillus cereus</e1> mitigate <e2>heat</e2> stress in <e3>tomato</e3> and observed drastic morphological and physiological effects on <e3>tomato</e3> plants under <e2>heat</e2> stress.	Bacillus cereus	heat	tomato	9319882
0	Here we report the results of a greenhouse experiment to compare the effects of the interaction of endophytic colonization and deficit, adequate, and excess soil moisture on the response of <e3>maize</e3>, Zea mays L. We hypothesized that plants subjected to water deficit or excess and colonized by <e1>Metarhizium robertsii</e1> will have greater height, biomass, and chlorophyll content than non-colonized plants subjected to <e2>water stress</e2>.	Metarhizium robertsii	water stress	maize	10681223
1	PGPR reduced the MDA content under <e2>salt</e2> stress in several plants: in wheat inoculated with B. giganossus -REF-, maize inoculated with Kocuria rhizophila Y1 -REF-, and <e3>canola</e3> Brassica napus inoculated with <e1>Enterobacter cloacae</e1> HSNJ4.	Enterobacter cloacae	salt	canola	9266936
0	Screening of <e1>Penicillium chrysogenum</e1> for <e3>Tomato</e3> <e2>Salt</e2> Tolerance <e3>Tomato</e3> plants colonized by the <e1>Penicillium chrysogenum</e1> endophyte were isolated from box elder Acer negundo CC2 growing in Clarke County under <e2>Salt</e2> stress of 568 PPT TDS -REF-.	Penicillium chrysogenum	Salt	Tomato	7411952
1	Similar effects have been shown by <e1>Azospirillum brasilense</e1> and B. amyloliquefaciens on <e3>wheat</e3> leaves, which cause the upregulation of APX1, S-adenosylmethionine synthase, and a <e2>heat</e2> shock protein gene -REF-.	Azospirillum brasilense	heat	wheat	8998651
0	Four fungal endophytes Cephalotrichum cylindricum, Fusarium equiseti, <e1>Fusarium falciforme</e1> and Aspergilus puniceus were tested under greenhouse conditions for their ability to induce <e2>salinity</e2> tolerance in <e3>tomato</e3> seedlings.	Fusarium falciforme	salinity	tomato	11104533
0	Inoculation with Bacillus cereus, Pseudomonas spp., Serratia liquefaciens, <e1>Pseudomonas fluorescens</e1>, Pseudomonas putida, and Bacillus tequilensis SSB07 has alleviated <e2>heat</e2> stress in several crops like tomato, <e3>pigeon pea</e3> wheat and soybean -REF-.	Pseudomonas fluorescens	heat	pigeon pea	10374332
0	Then, the potential of this <e1>actinobacteria</e1> to relieve induced <e2>salt</e2> stress during germination and plant growth was explored based on the assumption that the HAHS <e3>Schoenus arenicola</e3> may possess specific activities that could alleviate <e2>salt</e2> stress in tomato plants.	actinobacteria	salt	Schoenus arenicola	9393590
0	Another example is the bacterium <e1>Burkholderia phytofirmans</e1> that makes the host plant resilient to multiple stressors, such as improving tolerance to <e2>cold</e2> in grapevine, heat in tomato, drought in wheat, and salt and freezing in <e3>Arabidopsis</e3> -REF-, -REF-.	Burkholderia phytofirmans	cold	Arabidopsis	9866067
1	Similarly, applying Azospirillum lipoferum or <e1>Azotobacter chroococcum</e1> to <e3>maize</e3> plants enhanced the activity of CAT and POX POD, showcasing their positive regulatory roles in <e2>salinity</e2> tolerance -REF-.	Azotobacter chroococcum	salinity	maize	11284086
0	Similar observations were noticed for MDA content in <e2>drought-stressed</e2> foxtail millet inoculated with Glomus -REF-, as well as in <e3>Solanum lycopersicum</e3> and cucumber treated with various <e1>Bacillus</e1> strains under drought conditions -REF-; -REF-.	Bacillus	drought-stressed	Solanum lycopersicum	9428627
1	<e1>Phyllobacterium brassicacearum</e1> STM196 inoculated with <e3>rapeseed</e3> increased osmotic stress tolerance under <e2>drought</e2> stress due to elevated ABA concentration.	Phyllobacterium brassicacearum	drought	rapeseed	8472176
1	SA190 enhances <e2>drought</e2> tolerance of Arabidopsis and <e3>Medicago sativa</e3> <e1>Pseudomonas argentinensis</e1> strain SA190 is a plant endophytic bacterium that was previously isolated from root nodules of the desert plant I. argentea Lafi et al, -REF-.	Pseudomonas argentinensis	drought	Medicago sativa	10398642
